chat_id,slug,token,organization_id,conversation_log,structured_info,created_at,updated_at,language,is_test_chat,sentiment,resolution,message_count
5500382,slug_49548,token_80991,17,"[{""id"": ""eab26ba5-e937-4dd7-8a63-4723166e39e6"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""188bc6e0-01c3-471d-8c2a-ca42aaf5d94c"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:52.272832,2025-05-28T12:54:52.322430,nl,,,,2
5500381,slug_21588,token_88411,5,"[{""id"": ""f8d0a02c-bd1b-4d1c-b4f4-6c8521a1f45e"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Bonjour, Je suis V\u00e9v\u00e9 votre compagnon virtuel pour votre prochain s\u00e9jour \u00e0 v\u00e9lo ! Je suis l\u00e0 pour vous assister dans la recherche de votre s\u00e9jour \u00e0 v\u00e9lo id\u00e9al sur notre site. Notre \u00e9quipe est \u00e9galement disponible pour r\u00e9pondre \u00e0 toutes vos questions. En selle, c'est parti !"", ""disclaimer"": ""Toutes les r\u00e9ponses sont g\u00e9n\u00e9r\u00e9es sur la base du contenu de notre site web et blog. Si vous constatez des incoh\u00e9rences, n'h\u00e9sitez pas \u00e0 nous les transmettre \u00e0 [[EMAIL]](mailto:[EMAIL]).""}, {""id"": ""b61584ba-ea0d-4472-b116-94f41eb6f039"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Comment puis-je vous aider ?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:51.786412,2025-05-28T12:54:51.837533,fr,,,,2
5500380,slug_86985,token_30972,15,"[{""id"": ""6c6f45f4-66b9-4fe8-b2db-a33bdd5da883"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hi adventurer,\n\nI'm Atlas, the online travel(base) expert with super skills! I'm available 24/7 to answer your travel-related questions, and in 99% of cases I'll deliver the perfect answer within seconds.\n\nIf I can't help you? Then I'll be happy to refer you to one of my human colleagues. \ud83d\ude09"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:40.179625,2025-05-28T12:54:40.224459,en,,,,1
5500379,slug_09755,token_40255,17,"[{""id"": ""11e5bf59-2014-46ba-ae44-4c374d63ab3d"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""ca70fcdb-945d-41bd-9331-2caf7d264e82"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:37.585321,2025-05-28T12:54:37.638078,nl,,,,2
5500378,slug_56803,token_52879,17,"[{""id"": ""30d77d70-8909-4eb8-97d2-69e435e7041d"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""9eb3c2cf-f742-469f-812d-341d7741a05e"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:37.233817,2025-05-28T12:54:37.288762,nl,,,,2
5500377,slug_09010,token_01928,15,"[{""id"": ""3e38bdc8-e320-4373-8f97-0f18233e21ec"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Cher\u00b7e aventurier\u00b7e,\n\nJe m'appelle Atlas, votre assistant voyage virtuel \u00e0 votre service ! Disponible 24h/24, je suis l\u00e0 pour r\u00e9pondre instantan\u00e9ment \u00e0 toutes vos questions concernant vos projets de voyage. Dans la grande majorit\u00e9 des cas, je peux vous fournir des informations pr\u00e9cises en quelques secondes.\n\nEt si par hasard je ne peux pas r\u00e9pondre \u00e0 votre demande ? Pas d'inqui\u00e9tude, je vous mettrai en relation avec l'un de nos conseillers humains qui prendra le relais pour vous accompagner personnellement. \ud83d\ude09"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:37.035759,2025-05-28T12:54:37.122650,fr,,,,1
5500376,slug_20681,token_15979,17,"[{""id"": ""37300ae9-2e5e-4b87-b906-5b5a49e7879d"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""11ce0784-fa80-41f8-9385-050cca537e57"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:35.433965,2025-05-28T12:54:35.489537,nl,,,,2
5500375,slug_10951,token_83030,17,"[{""id"": ""caee9890-eea5-4c04-af80-82b81a965d3a"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""d6e954e3-8840-4749-8c7d-547ab9e956fb"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:35.233472,2025-05-28T12:54:35.285936,nl,,,,2
5500374,slug_54104,token_03060,17,"[{""id"": ""bedcf62e-ecf9-47fd-ba21-e3c68700fbdc"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""3d2c4b6b-dace-4475-96ec-87c6e3036401"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:34.926843,2025-05-28T12:54:34.943149,nl,,,,2
5500373,slug_06996,token_17132,17,"[{""id"": ""cd7a28aa-22a4-412c-9844-d4216916e8ed"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""0a5f6de6-25a3-4de4-b3b4-29fa7486b269"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:34.372625,2025-05-28T12:54:34.422916,nl,,,,2
5500372,slug_85358,token_29637,17,"[{""id"": ""4c745db7-5039-47d1-978a-4e2bcb5f1560"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""8ff552dc-9906-4c09-b98c-fd418df6e02b"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:33.233181,2025-05-28T12:54:33.253050,nl,,,,2
5500371,slug_06555,token_45355,17,"[{""id"": ""e0c31d13-4c28-4c60-b3c3-1ff9bda6a5b6"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""9dab19d2-ad7a-4a03-9141-7ae4b374f6cc"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:33.084676,2025-05-28T12:54:33.129845,nl,,,,2
5500370,slug_19272,token_49775,17,"[{""id"": ""5aa472f1-945d-40b0-b417-6e5a2f13d2d6"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""18fc0e67-3b21-47b0-98b4-90acf0a7b110"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:32.934346,2025-05-28T12:54:32.947441,nl,,,,2
5500369,slug_29459,token_16853,1,"[{""id"": ""d28668cf-b027-431d-ace2-2ba28260f49f"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hey! Ik ben [NAME], je digitale gids voor het Hoge Noorden. Op zoek naar inspiratie voor een onvergetelijke reis? Stel me al je vragen, ontdek suggestiereizen of laat je gegevens achter. E\u00e9n van onze bestemmingsspecialisten neemt dan zo snel mogelijk contact met je op om samen je droomreis uit te stippelen."", ""disclaimer"": null}, {""id"": ""1ffb728b-c5fc-4d24-96d7-0ecbcd6456d6"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hoe kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:31.836779,2025-05-28T12:54:31.890359,nl,,,,2
5500368,slug_43940,token_94480,15,"[{""id"": ""84afefbe-a4c6-427f-bfc7-00af95f73617"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hi avonturier,\n\nIk ben [NAME], de online travel(base) expert met superskills! 24u per dag ben ik beschikbaar om je reisgerelateerde vragen te beantwoorden en in 99% van de gevallen bezorg ik je binnen enkele seconden het perfecte antwoord.\n\nKan ik je toch niet helpen? Dan verwijs ik je graag door naar \u00e9\u00e9n van mijn menselijke collega\u2019s. \ud83d\ude09"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:31.587718,2025-05-28T12:54:31.638284,nl,,,,1
5500367,slug_07912,token_29729,17,"[{""id"": ""0ed70133-597c-4fd3-a46e-e46e03075d4c"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""072ea34b-9bd4-4797-b8c2-c352bd536780"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:31.532530,2025-05-28T12:54:31.590640,nl,,,,2
5500366,slug_67878,token_06136,16,"[{""id"": ""cfed42fc-ca0a-437b-a45b-32137c92f1d8"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Ik ben [NAME], jouw online reisassistent. Ik ben er om je vragen te beantwoorden en om je te helpen zoeken naar de ideale trip."", ""disclaimer"": ""Je gegevens worden verwerkt volgens ons privacybeleid.""}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:28.882457,2025-05-28T12:54:28.932209,nl,,,,1
5500365,slug_39227,token_70259,17,"[{""id"": ""2fbd5a2f-e4c6-422f-9a1f-a790cc417608"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""51bbc8fc-e463-495c-8565-d38db2f7adb7"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:27.732368,2025-05-28T12:54:27.780756,nl,,,,2
5500364,slug_17546,token_76200,17,"[{""id"": ""43fed7c9-0865-49e1-b4d8-9644319e8f01"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""6427b993-5a95-4db2-aa47-f84931c6338d"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:26.877292,2025-05-28T12:54:26.946575,nl,,,,2
5500363,slug_73371,token_63624,17,"[{""id"": ""02bab6a8-1f9f-4a2d-b20a-f8cf7934ab7a"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""52c9f803-0803-4aa4-ba0e-31ff9515373d"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:26.835405,2025-05-28T12:54:26.940984,nl,,,,2
5500362,slug_20081,token_02108,16,"[{""id"": ""92052542-10f5-4118-abac-26af06190d26"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Ik ben [NAME], jouw online reisassistent. Ik ben er om je vragen te beantwoorden en om je te helpen zoeken naar de ideale trip."", ""disclaimer"": ""Je gegevens worden verwerkt volgens ons privacybeleid.""}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:26.634450,2025-05-28T12:54:26.704698,nl,,,,1
5500361,slug_49101,token_56487,17,"[{""id"": ""50f35ea6-ade1-4ab5-b550-7f4318e75959"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""1b9f0377-c6f3-4568-a5c3-288700c0299e"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:26.271318,2025-05-28T12:54:26.321273,nl,,,,2
5500360,slug_11121,token_84419,16,"[{""id"": ""92c07ffd-8e16-4ef8-8efe-7c2f74d34647"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Ik ben [NAME], jouw online reisassistent. Ik ben er om je vragen te beantwoorden en om je te helpen zoeken naar de ideale trip."", ""disclaimer"": ""Je gegevens worden verwerkt volgens ons privacybeleid.""}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:26.090789,2025-05-28T12:54:26.135676,nl,,,,1
5500359,slug_13014,token_64096,16,"[{""id"": ""f6e4b46d-11b6-47d3-b453-76cc572aa6a9"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Ik ben [NAME], jouw online reisassistent. Ik ben er om je vragen te beantwoorden en om je te helpen zoeken naar de ideale trip."", ""disclaimer"": ""Je gegevens worden verwerkt volgens ons privacybeleid.""}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:25.701065,2025-05-28T12:54:25.737634,nl,,,,1
5500358,slug_71025,token_77320,17,"[{""id"": ""a241a431-af71-46f9-bc62-14df6e0dd54c"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""a8db3486-bab2-43a0-9506-e83829cf428e"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:25.538465,2025-05-28T12:54:25.580783,nl,,,,2
5500357,slug_21973,token_35027,17,"[{""id"": ""ec3b3326-05f3-4caa-ac27-550c61f08014"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""10d48e3e-33e3-4a41-81aa-1417269d4012"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:25.181690,2025-05-28T12:54:25.197040,nl,,,,2
5500356,slug_03135,token_04710,16,"[{""id"": ""1369ad86-8b99-4c4a-a4e2-42ee58ea87be"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Ik ben [NAME], jouw online reisassistent. Ik ben er om je vragen te beantwoorden en om je te helpen zoeken naar de ideale trip."", ""disclaimer"": ""Je gegevens worden verwerkt volgens ons privacybeleid.""}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:24.636524,2025-05-28T12:54:24.733710,nl,,,,1
